obfuscated,deobfuscated,mc_class
field_147436_a,logger,net/minecraft/client/multiplayer/ChunkProviderClient
field_73238_a,blankChunk,net/minecraft/client/multiplayer/ChunkProviderClient
field_73236_b,chunkMapping,net/minecraft/client/multiplayer/ChunkProviderClient
field_73237_c,chunkListing,net/minecraft/client/multiplayer/ChunkProviderClient
field_73235_d,worldObj,net/minecraft/client/multiplayer/ChunkProviderClient
field_78776_a,mc,net/minecraft/client/multiplayer/PlayerControllerMP
field_78774_b,netClientHandler,net/minecraft/client/multiplayer/PlayerControllerMP
field_178895_c,currentBlock,net/minecraft/client/multiplayer/PlayerControllerMP
field_85183_f,currentItemHittingBlock,net/minecraft/client/multiplayer/PlayerControllerMP
field_78770_f,curBlockDamageMP,net/minecraft/client/multiplayer/PlayerControllerMP
field_78780_h,stepSoundTickCounter,net/minecraft/client/multiplayer/PlayerControllerMP
field_78781_i,blockHitDelay,net/minecraft/client/multiplayer/PlayerControllerMP
field_78778_j,isHittingBlock,net/minecraft/client/multiplayer/PlayerControllerMP
field_78779_k,currentGameType,net/minecraft/client/multiplayer/PlayerControllerMP
field_78777_l,currentPlayerItem,net/minecraft/client/multiplayer/PlayerControllerMP
field_78833_a,field_78833_a,net/minecraft/client/multiplayer/WorldClient$1
field_78835_a,field_78835_a,net/minecraft/client/multiplayer/WorldClient$2
field_142027_a,field_142027_a,net/minecraft/client/multiplayer/WorldClient$3
field_142029_a,field_142029_a,net/minecraft/client/multiplayer/WorldClient$4
field_73037_M,mc,net/minecraft/client/multiplayer/WorldClient
field_73038_N,previousActiveChunkSet,net/minecraft/client/multiplayer/WorldClient
field_73035_a,sendQueue,net/minecraft/client/multiplayer/WorldClient
field_73033_b,clientChunkProvider,net/minecraft/client/multiplayer/WorldClient
field_73032_d,entityList,net/minecraft/client/multiplayer/WorldClient
field_73036_L,entitySpawnQueue,net/minecraft/client/multiplayer/WorldClient
field_177224_a,field_177224_a,net/minecraft/client/network/NetworkPlayerInfo$1
field_178875_a,field_178875_a,net/minecraft/client/network/NetworkPlayerInfo$2
field_178867_a,gameProfile,net/minecraft/client/network/NetworkPlayerInfo
field_178866_b,gameType,net/minecraft/client/network/NetworkPlayerInfo
field_78829_b,responseTime,net/minecraft/client/network/NetworkPlayerInfo
field_178864_d,playerTexturesLoaded,net/minecraft/client/network/NetworkPlayerInfo
field_178865_e,locationSkin,net/minecraft/client/network/NetworkPlayerInfo
field_178862_f,locationCape,net/minecraft/client/network/NetworkPlayerInfo
field_178863_g,skinType,net/minecraft/client/network/NetworkPlayerInfo
field_178872_h,displayName,net/minecraft/client/network/NetworkPlayerInfo
field_178873_i,field_178873_i,net/minecraft/client/network/NetworkPlayerInfo
field_178870_j,field_178870_j,net/minecraft/client/network/NetworkPlayerInfo
field_178871_k,field_178871_k,net/minecraft/client/network/NetworkPlayerInfo
field_178868_l,field_178868_l,net/minecraft/client/network/NetworkPlayerInfo
field_178869_m,field_178869_m,net/minecraft/client/network/NetworkPlayerInfo
field_78866_a,ipAddress,net/minecraft/client/multiplayer/ServerAddress
field_78865_b,serverPort,net/minecraft/client/multiplayer/ServerAddress
ENABLED,ENABLED,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
DISABLED,DISABLED,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
PROMPT,PROMPT,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
field_152594_d,motd,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
$VALUES,$VALUES,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
field_78847_a,serverName,net/minecraft/client/multiplayer/ServerData
field_78845_b,serverIP,net/minecraft/client/multiplayer/ServerData
field_78846_c,populationInfo,net/minecraft/client/multiplayer/ServerData
field_78843_d,serverMOTD,net/minecraft/client/multiplayer/ServerData
field_78844_e,pingToServer,net/minecraft/client/multiplayer/ServerData
field_82821_f,version,net/minecraft/client/multiplayer/ServerData
field_82822_g,gameVersion,net/minecraft/client/multiplayer/ServerData
field_78841_f,field_78841_f,net/minecraft/client/multiplayer/ServerData
field_147412_i,playerList,net/minecraft/client/multiplayer/ServerData
field_152587_j,resourceMode,net/minecraft/client/multiplayer/ServerData
field_147411_m,serverIcon,net/minecraft/client/multiplayer/ServerData
field_181042_l,lanServer,net/minecraft/client/multiplayer/ServerData
field_147415_a,logger,net/minecraft/client/multiplayer/ServerList
field_78859_a,mc,net/minecraft/client/multiplayer/ServerList
field_78858_b,servers,net/minecraft/client/multiplayer/ServerList
field_147404_b,field_147404_b,net/minecraft/client/network/OldServerPinger$1
field_147406_a,field_147406_a,net/minecraft/client/network/OldServerPinger$1
field_147405_c,field_147405_c,net/minecraft/client/network/OldServerPinger$1
field_147403_d,field_147403_d,net/minecraft/client/network/OldServerPinger$1
field_183009_e,field_183009_e,net/minecraft/client/network/OldServerPinger$1
field_175092_e,field_175092_e,net/minecraft/client/network/OldServerPinger$1
field_147220_a,field_147220_a,net/minecraft/client/network/OldServerPinger$2$1
field_147218_a,field_147218_a,net/minecraft/client/network/OldServerPinger$2
field_147216_b,field_147216_b,net/minecraft/client/network/OldServerPinger$2
field_147217_c,field_147217_c,net/minecraft/client/network/OldServerPinger$2
field_147230_a,PING_RESPONSE_SPLITTER,net/minecraft/client/network/OldServerPinger
field_147228_b,logger,net/minecraft/client/network/OldServerPinger
field_147229_c,pingDestinations,net/minecraft/client/network/OldServerPinger
field_174839_a,field_174839_a,net/minecraft/client/particle/EntityCrit2FX
field_70563_a,materialType,net/minecraft/client/particle/EntityDropParticleFX
field_70564_aq,bobTimer,net/minecraft/client/particle/EntityDropParticleFX
field_70565_a,field_70565_a,net/minecraft/client/particle/EntityEnchantmentTableParticleFX
field_70567_ar,coordY,net/minecraft/client/particle/EntityEnchantmentTableParticleFX
field_70566_as,coordZ,net/minecraft/client/particle/EntityEnchantmentTableParticleFX
field_70568_aq,coordX,net/minecraft/client/particle/EntityEnchantmentTableParticleFX
field_92049_a,baseTextureIndex,net/minecraft/client/particle/EntityFirework$SparkFX
field_92048_ay,twinkle,net/minecraft/client/particle/EntityFirework$SparkFX
field_92047_az,field_92047_az,net/minecraft/client/particle/EntityFirework$SparkFX
field_92050_aA,fadeColourRed,net/minecraft/client/particle/EntityFirework$SparkFX
field_92051_aB,fadeColourGreen,net/minecraft/client/particle/EntityFirework$SparkFX
field_92052_aC,fadeColourBlue,net/minecraft/client/particle/EntityFirework$SparkFX
field_92053_aD,hasFadeColour,net/minecraft/client/particle/EntityFirework$SparkFX
field_92054_ax,trail,net/minecraft/client/particle/EntityFirework$SparkFX
field_92041_a,twinkle,net/minecraft/client/particle/EntityFirework$StarterFX
field_92040_ay,theEffectRenderer,net/minecraft/client/particle/EntityFirework$StarterFX
field_92039_az,fireworkExplosions,net/minecraft/client/particle/EntityFirework$StarterFX
field_92042_ax,fireworkAge,net/minecraft/client/particle/EntityFirework$StarterFX
field_70562_a,flameScale,net/minecraft/client/particle/EntityFlameFX
field_110126_a,FOOTPRINT_TEXTURE,net/minecraft/client/particle/EntityFootStepFX
field_70578_aq,footstepMaxAge,net/minecraft/client/particle/EntityFootStepFX
field_70577_ar,currentFootSteps,net/minecraft/client/particle/EntityFootStepFX
field_70576_a,footstepAge,net/minecraft/client/particle/EntityFootStepFX
field_70575_a,particleScaleOverTime,net/minecraft/client/particle/EntityHeartFX
field_110127_a,EXPLOSION_TEXTURE,net/minecraft/client/particle/EntityLargeExplodeFX
field_70581_a,field_70581_a,net/minecraft/client/particle/EntityLargeExplodeFX
field_70584_aq,field_70584_aq,net/minecraft/client/particle/EntityLargeExplodeFX
field_70583_ar,theRenderEngine,net/minecraft/client/particle/EntityLargeExplodeFX
field_70582_as,field_70582_as,net/minecraft/client/particle/EntityLargeExplodeFX
field_181549_az,field_181549_az,net/minecraft/client/particle/EntityLargeExplodeFX
field_70579_a,timeSinceStart,net/minecraft/client/particle/EntityHugeExplodeFX
field_70580_aq,maximumTime,net/minecraft/client/particle/EntityHugeExplodeFX
field_174840_a,field_174840_a,net/minecraft/client/particle/EntityPickupFX
field_70594_ar,age,net/minecraft/client/particle/EntityPickupFX
field_70593_as,maxAge,net/minecraft/client/particle/EntityPickupFX
field_174841_aA,field_174841_aA,net/minecraft/client/particle/EntityPickupFX
field_174842_aB,field_174842_aB,net/minecraft/client/particle/EntityPickupFX
field_174843_ax,field_174843_ax,net/minecraft/client/particle/EntityPickupFX
field_70586_a,lavaParticleScale,net/minecraft/client/particle/EntityLavaFX
field_174844_a,entity,net/minecraft/client/particle/MobAppearance
field_70585_a,noteParticleScale,net/minecraft/client/particle/EntityNoteFX
field_70552_h,particleRed,net/minecraft/client/particle/EntityFX
field_70553_i,particleGreen,net/minecraft/client/particle/EntityFX
field_70551_j,particleBlue,net/minecraft/client/particle/EntityFX
field_82339_as,particleAlpha,net/minecraft/client/particle/EntityFX
field_70550_a,particleIcon,net/minecraft/client/particle/EntityFX
field_70556_an,interpPosX,net/minecraft/client/particle/EntityFX
field_70554_ao,interpPosY,net/minecraft/client/particle/EntityFX
field_70555_ap,interpPosZ,net/minecraft/client/particle/EntityFX
field_94054_b,particleTextureIndexX,net/minecraft/client/particle/EntityFX
field_94055_c,particleTextureIndexY,net/minecraft/client/particle/EntityFX
field_70548_b,particleTextureJitterX,net/minecraft/client/particle/EntityFX
field_70549_c,particleTextureJitterY,net/minecraft/client/particle/EntityFX
field_70546_d,particleAge,net/minecraft/client/particle/EntityFX
field_70547_e,particleMaxAge,net/minecraft/client/particle/EntityFX
field_70544_f,particleScale,net/minecraft/client/particle/EntityFX
field_70545_g,particleGravity,net/minecraft/client/particle/EntityFX
field_147214_a,field_147214_a,net/minecraft/client/particle/EffectRenderer$1
field_147213_b,field_147213_b,net/minecraft/client/particle/EffectRenderer$1
field_147898_a,field_147898_a,net/minecraft/client/particle/EffectRenderer$2
field_147897_b,field_147897_b,net/minecraft/client/particle/EffectRenderer$2
field_147901_a,field_147901_a,net/minecraft/client/particle/EffectRenderer$3
field_147900_b,field_147900_b,net/minecraft/client/particle/EffectRenderer$3
field_147904_a,field_147904_a,net/minecraft/client/particle/EffectRenderer$4
field_147903_b,field_147903_b,net/minecraft/client/particle/EffectRenderer$4
field_78878_a,worldObj,net/minecraft/client/particle/EffectRenderer
field_110737_b,particleTextures,net/minecraft/client/particle/EffectRenderer
field_78876_b,fxLayers,net/minecraft/client/particle/EffectRenderer
field_178933_d,particleEmitters,net/minecraft/client/particle/EffectRenderer
field_78877_c,renderer,net/minecraft/client/particle/EffectRenderer
field_78875_d,rand,net/minecraft/client/particle/EffectRenderer
field_178932_g,particleTypes,net/minecraft/client/particle/EffectRenderer
field_70569_a,field_70569_a,net/minecraft/client/particle/EntityCloudFX
field_70571_a,portalParticleScale,net/minecraft/client/particle/EntityPortalFX
field_70573_ar,portalPosY,net/minecraft/client/particle/EntityPortalFX
field_70572_as,portalPosZ,net/minecraft/client/particle/EntityPortalFX
field_70574_aq,portalPosX,net/minecraft/client/particle/EntityPortalFX
field_70570_a,reddustParticleScale,net/minecraft/client/particle/EntityReddustFX
field_70587_a,smokeParticleScale,net/minecraft/client/particle/EntitySmokeFX
field_70588_a,snowDigParticleScale,net/minecraft/client/particle/EntitySnowShovelFX
field_174848_a,RANDOM,net/minecraft/client/particle/EntitySpellParticleFX
field_70590_a,baseSpellTextureIndex,net/minecraft/client/particle/EntitySpellParticleFX
field_174847_a,sourceState,net/minecraft/client/particle/EntityDiggingFX
field_181019_az,sourcePos,net/minecraft/client/particle/EntityDiggingFX
field_174851_a,attachedEntity,net/minecraft/client/particle/EntityParticleEmitter
field_174850_ay,lifetime,net/minecraft/client/particle/EntityParticleEmitter
field_174849_az,particleTypes,net/minecraft/client/particle/EntityParticleEmitter
field_174852_ax,age,net/minecraft/client/particle/EntityParticleEmitter
field_175157_a,playerInfo,net/minecraft/client/entity/AbstractClientPlayer
field_78902_a,moveStrafe,net/minecraft/util/MovementInput
field_78900_b,moveForward,net/minecraft/util/MovementInput
field_78901_c,jump,net/minecraft/util/MovementInput
field_78899_d,sneak,net/minecraft/util/MovementInput
field_78903_e,gameSettings,net/minecraft/util/MovementInputFromOptions
field_71174_a,sendQueue,net/minecraft/client/entity/EntityPlayerSP
field_71158_b,movementInput,net/minecraft/client/entity/EntityPlayerSP
field_71086_bY,timeInPortal,net/minecraft/client/entity/EntityPlayerSP
field_71080_cy,prevTimeInPortal,net/minecraft/client/entity/EntityPlayerSP
field_146108_bO,statWriter,net/minecraft/client/entity/EntityPlayerSP
field_175172_bI,lastReportedPosX,net/minecraft/client/entity/EntityPlayerSP
field_175166_bJ,lastReportedPosY,net/minecraft/client/entity/EntityPlayerSP
field_175167_bK,lastReportedPosZ,net/minecraft/client/entity/EntityPlayerSP
field_175164_bL,lastReportedYaw,net/minecraft/client/entity/EntityPlayerSP
field_175165_bM,lastReportedPitch,net/minecraft/client/entity/EntityPlayerSP
field_175170_bN,serverSneakState,net/minecraft/client/entity/EntityPlayerSP
field_175171_bO,serverSprintState,net/minecraft/client/entity/EntityPlayerSP
field_175168_bP,positionUpdateTicks,net/minecraft/client/entity/EntityPlayerSP
field_175169_bQ,hasValidHealth,net/minecraft/client/entity/EntityPlayerSP
field_142022_ce,clientBrand,net/minecraft/client/entity/EntityPlayerSP
field_110320_a,horseJumpPowerCounter,net/minecraft/client/entity/EntityPlayerSP
field_110321_bQ,horseJumpPower,net/minecraft/client/entity/EntityPlayerSP
field_71159_c,mc,net/minecraft/client/entity/EntityPlayerSP
field_71156_d,sprintToggleTimer,net/minecraft/client/entity/EntityPlayerSP
field_71157_e,sprintingTicksLeft,net/minecraft/client/entity/EntityPlayerSP
field_71154_f,renderArmYaw,net/minecraft/client/entity/EntityPlayerSP
field_71155_g,renderArmPitch,net/minecraft/client/entity/EntityPlayerSP
field_71163_h,prevRenderArmYaw,net/minecraft/client/entity/EntityPlayerSP
field_71164_i,prevRenderArmPitch,net/minecraft/client/entity/EntityPlayerSP
field_71186_a,isItemInUse,net/minecraft/client/entity/EntityOtherPlayerMP
field_71184_b,otherPlayerMPPosRotationIncrements,net/minecraft/client/entity/EntityOtherPlayerMP
field_71185_c,otherPlayerMPX,net/minecraft/client/entity/EntityOtherPlayerMP
field_71182_d,otherPlayerMPY,net/minecraft/client/entity/EntityOtherPlayerMP
field_71183_e,otherPlayerMPZ,net/minecraft/client/entity/EntityOtherPlayerMP
field_71180_f,otherPlayerMPYaw,net/minecraft/client/entity/EntityOtherPlayerMP
field_71181_g,otherPlayerMPPitch,net/minecraft/client/entity/EntityOtherPlayerMP
field_175126_a,guiID,net/minecraft/client/player/inventory/LocalBlockIntercommunication
field_175125_b,displayName,net/minecraft/client/player/inventory/LocalBlockIntercommunication
field_174896_a,guiID,net/minecraft/client/player/inventory/ContainerLocalMenu
field_174895_b,field_174895_b,net/minecraft/client/player/inventory/ContainerLocalMenu
field_82828_a,healthScale,net/minecraft/entity/boss/BossStatus
field_82826_b,statusBarTime,net/minecraft/entity/boss/BossStatus
field_82827_c,bossName,net/minecraft/entity/boss/BossStatus
field_82825_d,hasColorModifier,net/minecraft/entity/boss/BossStatus
field_181659_a,field_181659_a,net/minecraft/client/renderer/WorldRenderer$1
field_181660_b,field_181660_b,net/minecraft/client/renderer/WorldRenderer$1
field_181661_a,field_181661_a,net/minecraft/client/renderer/WorldRenderer$2
field_179021_a,field_179021_a,net/minecraft/client/renderer/WorldRenderer$State
field_179019_b,stateRawBuffer,net/minecraft/client/renderer/WorldRenderer$State
field_179018_e,stateVertexFormat,net/minecraft/client/renderer/WorldRenderer$State
field_179001_a,byteBuffer,net/minecraft/client/renderer/WorldRenderer
field_178999_b,rawIntBuffer,net/minecraft/client/renderer/WorldRenderer
field_181676_c,rawShortBuffer,net/minecraft/client/renderer/WorldRenderer
field_179000_c,rawFloatBuffer,net/minecraft/client/renderer/WorldRenderer
field_178997_d,vertexCount,net/minecraft/client/renderer/WorldRenderer
field_181677_f,vertexFormatElement,net/minecraft/client/renderer/WorldRenderer
field_181678_g,vertexFormatIndex,net/minecraft/client/renderer/WorldRenderer
field_78939_q,noColor,net/minecraft/client/renderer/WorldRenderer
field_179006_k,drawMode,net/minecraft/client/renderer/WorldRenderer
field_179004_l,xOffset,net/minecraft/client/renderer/WorldRenderer
field_179005_m,yOffset,net/minecraft/client/renderer/WorldRenderer
field_179002_n,zOffset,net/minecraft/client/renderer/WorldRenderer
field_179011_q,vertexFormat,net/minecraft/client/renderer/WorldRenderer
field_179010_r,isDrawing,net/minecraft/client/renderer/WorldRenderer
field_178958_a,field_178958_a,net/minecraft/client/renderer/WorldVertexBufferUploader$1
field_175632_f,DEFAULT_STATE,net/minecraft/client/renderer/RegionRenderCache
field_175633_g,position,net/minecraft/client/renderer/RegionRenderCache
field_175634_h,combinedLights,net/minecraft/client/renderer/RegionRenderCache
field_175635_i,blockStates,net/minecraft/client/renderer/RegionRenderCache
field_179040_a,worldRenderers,net/minecraft/client/renderer/RegionRenderCacheBuilder
field_178009_a,renderChunks,net/minecraft/client/renderer/ChunkRenderContainer
field_178007_b,initialized,net/minecraft/client/renderer/ChunkRenderContainer
field_178008_c,viewEntityX,net/minecraft/client/renderer/ChunkRenderContainer
field_178005_d,viewEntityY,net/minecraft/client/renderer/ChunkRenderContainer
field_178006_e,viewEntityZ,net/minecraft/client/renderer/ChunkRenderContainer
field_147719_a,instance,net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer
field_147717_b,field_147717_b,net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer
field_147718_c,field_147718_c,net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer
field_147716_d,enderChest,net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer
field_179024_e,banner,net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer
field_179023_f,skull,net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer
field_179181_a,SOUTH_INDEX,net/minecraft/client/renderer/EnumFaceDirection$Constants
field_179179_b,UP_INDEX,net/minecraft/client/renderer/EnumFaceDirection$Constants
field_179180_c,EAST_INDEX,net/minecraft/client/renderer/EnumFaceDirection$Constants
field_179177_d,NORTH_INDEX,net/minecraft/client/renderer/EnumFaceDirection$Constants
field_179178_e,DOWN_INDEX,net/minecraft/client/renderer/EnumFaceDirection$Constants
field_179176_f,WEST_INDEX,net/minecraft/client/renderer/EnumFaceDirection$Constants
field_179184_a,xIndex,net/minecraft/client/renderer/EnumFaceDirection$VertexInformation
field_179182_b,yIndex,net/minecraft/client/renderer/EnumFaceDirection$VertexInformation
field_179183_c,zIndex,net/minecraft/client/renderer/EnumFaceDirection$VertexInformation
DOWN,DOWN,net/minecraft/client/renderer/EnumFaceDirection
UP,UP,net/minecraft/client/renderer/EnumFaceDirection
NORTH,NORTH,net/minecraft/client/renderer/EnumFaceDirection
SOUTH,SOUTH,net/minecraft/client/renderer/EnumFaceDirection
WEST,WEST,net/minecraft/client/renderer/EnumFaceDirection
EAST,EAST,net/minecraft/client/renderer/EnumFaceDirection
field_179029_g,facings,net/minecraft/client/renderer/EnumFaceDirection
field_179035_h,vertexInfos,net/minecraft/client/renderer/EnumFaceDirection
$VALUES,$VALUES,net/minecraft/client/renderer/EnumFaceDirection
field_90032_a,field_90032_a,net/minecraft/client/renderer/EntityRenderer$1
field_90025_c,field_90025_c,net/minecraft/client/renderer/EntityRenderer$2
field_181048_a,field_181048_a,net/minecraft/client/renderer/EntityRenderer$3
field_181049_b,field_181049_b,net/minecraft/client/renderer/EntityRenderer$3
field_90028_b,field_90028_b,net/minecraft/client/renderer/EntityRenderer$3
field_181046_a,field_181046_a,net/minecraft/client/renderer/EntityRenderer$4
field_181047_b,field_181047_b,net/minecraft/client/renderer/EntityRenderer$4
field_82832_V,bossColorModifierPrev,net/minecraft/client/renderer/EntityRenderer
field_78500_U,cloudFog,net/minecraft/client/renderer/EntityRenderer
field_175074_C,renderHand,net/minecraft/client/renderer/EntityRenderer
field_175073_D,drawBlockOutline,net/minecraft/client/renderer/EntityRenderer
field_78508_Y,prevFrameTime,net/minecraft/client/renderer/EntityRenderer
field_78510_Z,renderEndNanoTime,net/minecraft/client/renderer/EntityRenderer
field_78513_d,lightmapTexture,net/minecraft/client/renderer/EntityRenderer
field_78504_Q,lightmapColors,net/minecraft/client/renderer/EntityRenderer
field_110922_T,locationLightMap,net/minecraft/client/renderer/EntityRenderer
field_78536_aa,lightmapUpdateNeeded,net/minecraft/client/renderer/EntityRenderer
field_78514_e,torchFlickerX,net/minecraft/client/renderer/EntityRenderer
field_175075_L,torchFlickerDX,net/minecraft/client/renderer/EntityRenderer
field_78534_ac,rainSoundCounter,net/minecraft/client/renderer/EntityRenderer
field_175076_N,rainXCoords,net/minecraft/client/renderer/EntityRenderer
field_175077_O,rainYCoords,net/minecraft/client/renderer/EntityRenderer
field_78521_m,fogColorBuffer,net/minecraft/client/renderer/EntityRenderer
field_175080_Q,fogColorRed,net/minecraft/client/renderer/EntityRenderer
field_175082_R,fogColorGreen,net/minecraft/client/renderer/EntityRenderer
field_175081_S,fogColorBlue,net/minecraft/client/renderer/EntityRenderer
field_78535_ad,fogColor2,net/minecraft/client/renderer/EntityRenderer
field_78539_ae,fogColor1,net/minecraft/client/renderer/EntityRenderer
field_175079_V,debugViewDirection,net/minecraft/client/renderer/EntityRenderer
field_175078_W,debugView,net/minecraft/client/renderer/EntityRenderer
field_78503_V,cameraZoom,net/minecraft/client/renderer/EntityRenderer
field_78502_W,cameraYaw,net/minecraft/client/renderer/EntityRenderer
field_78509_X,cameraPitch,net/minecraft/client/renderer/EntityRenderer
field_78517_a,anaglyphEnable,net/minecraft/client/renderer/EntityRenderer
field_147707_d,theShaderGroup,net/minecraft/client/renderer/EntityRenderer
field_147712_ad,shaderResourceLocations,net/minecraft/client/renderer/EntityRenderer
field_147713_ae,shaderIndex,net/minecraft/client/renderer/EntityRenderer
field_175083_ad,useShader,net/minecraft/client/renderer/EntityRenderer
field_175084_ae,frameCount,net/minecraft/client/renderer/EntityRenderer
field_78515_b,anaglyphField,net/minecraft/client/renderer/EntityRenderer
field_78516_c,itemRenderer,net/minecraft/client/renderer/EntityRenderer
field_147708_e,shaderCount,net/minecraft/client/renderer/EntityRenderer
field_147710_q,logger,net/minecraft/client/renderer/EntityRenderer
field_110924_q,locationRainPng,net/minecraft/client/renderer/EntityRenderer
field_110923_r,locationSnowPng,net/minecraft/client/renderer/EntityRenderer
field_78531_r,mc,net/minecraft/client/renderer/EntityRenderer
field_147711_ac,resourceManager,net/minecraft/client/renderer/EntityRenderer
field_78537_ab,random,net/minecraft/client/renderer/EntityRenderer
field_78530_s,farPlaneDistance,net/minecraft/client/renderer/EntityRenderer
field_147709_v,theMapItemRenderer,net/minecraft/client/renderer/EntityRenderer
field_78529_t,rendererUpdateCount,net/minecraft/client/renderer/EntityRenderer
field_78528_u,pointedEntity,net/minecraft/client/renderer/EntityRenderer
field_78527_v,mouseFilterXAxis,net/minecraft/client/renderer/EntityRenderer
field_78526_w,mouseFilterYAxis,net/minecraft/client/renderer/EntityRenderer
field_78490_B,thirdPersonDistance,net/minecraft/client/renderer/EntityRenderer
field_78491_C,thirdPersonDistanceTemp,net/minecraft/client/renderer/EntityRenderer
field_78496_H,smoothCamYaw,net/minecraft/client/renderer/EntityRenderer
field_78497_I,smoothCamPitch,net/minecraft/client/renderer/EntityRenderer
field_78498_J,smoothCamFilterX,net/minecraft/client/renderer/EntityRenderer
field_78499_K,smoothCamFilterY,net/minecraft/client/renderer/EntityRenderer
field_78492_L,smoothCamPartialTicks,net/minecraft/client/renderer/EntityRenderer
field_78507_R,fovModifierHand,net/minecraft/client/renderer/EntityRenderer
field_78506_S,fovModifierHandPrev,net/minecraft/client/renderer/EntityRenderer
field_82831_U,bossColorModifier,net/minecraft/client/renderer/EntityRenderer
field_179175_a,field_179175_a,net/minecraft/client/renderer/GlStateManager$1
field_179208_a,alphaTest,net/minecraft/client/renderer/GlStateManager$AlphaState
field_179206_b,func,net/minecraft/client/renderer/GlStateManager$AlphaState
field_179207_c,ref,net/minecraft/client/renderer/GlStateManager$AlphaState
field_179213_a,blend,net/minecraft/client/renderer/GlStateManager$BlendState
field_179211_b,srcFactor,net/minecraft/client/renderer/GlStateManager$BlendState
field_179212_c,dstFactor,net/minecraft/client/renderer/GlStateManager$BlendState
field_179209_d,srcFactorAlpha,net/minecraft/client/renderer/GlStateManager$BlendState
field_179210_e,dstFactorAlpha,net/minecraft/client/renderer/GlStateManager$BlendState
field_179202_a,capability,net/minecraft/client/renderer/GlStateManager$BooleanState
field_179201_b,currentState,net/minecraft/client/renderer/GlStateManager$BooleanState
field_179205_a,depth,net/minecraft/client/renderer/GlStateManager$ClearState
field_179203_b,color,net/minecraft/client/renderer/GlStateManager$ClearState
field_179204_c,field_179204_c,net/minecraft/client/renderer/GlStateManager$ClearState
field_179195_a,red,net/minecraft/client/renderer/GlStateManager$Color
field_179193_b,green,net/minecraft/client/renderer/GlStateManager$Color
field_179194_c,blue,net/minecraft/client/renderer/GlStateManager$Color
field_179192_d,alpha,net/minecraft/client/renderer/GlStateManager$Color
field_179197_a,colorLogicOp,net/minecraft/client/renderer/GlStateManager$ColorLogicState
field_179196_b,opcode,net/minecraft/client/renderer/GlStateManager$ColorLogicState
field_179188_a,red,net/minecraft/client/renderer/GlStateManager$ColorMask
field_179186_b,green,net/minecraft/client/renderer/GlStateManager$ColorMask
field_179187_c,blue,net/minecraft/client/renderer/GlStateManager$ColorMask
field_179185_d,alpha,net/minecraft/client/renderer/GlStateManager$ColorMask
field_179191_a,colorMaterial,net/minecraft/client/renderer/GlStateManager$ColorMaterialState
field_179189_b,face,net/minecraft/client/renderer/GlStateManager$ColorMaterialState
field_179190_c,mode,net/minecraft/client/renderer/GlStateManager$ColorMaterialState
field_179054_a,cullFace,net/minecraft/client/renderer/GlStateManager$CullState
field_179053_b,mode,net/minecraft/client/renderer/GlStateManager$CullState
field_179052_a,depthTest,net/minecraft/client/renderer/GlStateManager$DepthState
field_179050_b,maskEnabled,net/minecraft/client/renderer/GlStateManager$DepthState
field_179051_c,depthFunc,net/minecraft/client/renderer/GlStateManager$DepthState
field_179049_a,fog,net/minecraft/client/renderer/GlStateManager$FogState
field_179047_b,mode,net/minecraft/client/renderer/GlStateManager$FogState
field_179048_c,density,net/minecraft/client/renderer/GlStateManager$FogState
field_179045_d,start,net/minecraft/client/renderer/GlStateManager$FogState
field_179046_e,end,net/minecraft/client/renderer/GlStateManager$FogState
field_179044_a,polygonOffsetFill,net/minecraft/client/renderer/GlStateManager$PolygonOffsetState
field_179042_b,polygonOffsetLine,net/minecraft/client/renderer/GlStateManager$PolygonOffsetState
field_179043_c,factor,net/minecraft/client/renderer/GlStateManager$PolygonOffsetState
field_179041_d,units,net/minecraft/client/renderer/GlStateManager$PolygonOffsetState
field_179081_a,field_179081_a,net/minecraft/client/renderer/GlStateManager$StencilFunc
field_179079_b,field_179079_b,net/minecraft/client/renderer/GlStateManager$StencilFunc
field_179080_c,field_179080_c,net/minecraft/client/renderer/GlStateManager$StencilFunc
field_179078_a,field_179078_a,net/minecraft/client/renderer/GlStateManager$StencilState
field_179076_b,field_179076_b,net/minecraft/client/renderer/GlStateManager$StencilState
field_179077_c,field_179077_c,net/minecraft/client/renderer/GlStateManager$StencilState
field_179074_d,field_179074_d,net/minecraft/client/renderer/GlStateManager$StencilState
field_179075_e,field_179075_e,net/minecraft/client/renderer/GlStateManager$StencilState
S,S,net/minecraft/client/renderer/GlStateManager$TexGen
T,T,net/minecraft/client/renderer/GlStateManager$TexGen
R,R,net/minecraft/client/renderer/GlStateManager$TexGen
Q,Q,net/minecraft/client/renderer/GlStateManager$TexGen
