obfuscated,deobfuscated,mc_class
func_70037_a,readEntityFromNBT,net/minecraft/client/particle/EntityFX,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/EntityAgeable,net/minecraft/entity/Entity,net/minecraft/entity/item/EntityXPOrb,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLiving,net/minecraft/entity/passive/EntityTameable,net/minecraft/entity/passive/EntityBat,net/minecraft/entity/passive/EntityAnimal,net/minecraft/entity/passive/EntityChicken,net/minecraft/entity/passive/EntityHorse,net/minecraft/entity/passive/EntityOcelot,net/minecraft/entity/passive/EntityPig,net/minecraft/entity/passive/EntityRabbit,net/minecraft/entity/passive/EntitySheep,net/minecraft/entity/monster/EntityIronGolem,net/minecraft/entity/passive/EntityWolf,net/minecraft/entity/boss/EntityDragonPart,net/minecraft/entity/item/EntityEnderCrystal,net/minecraft/entity/boss/EntityWither,net/minecraft/entity/item/EntityArmorStand,net/minecraft/entity/EntityHanging,net/minecraft/entity/item/EntityItemFrame,net/minecraft/entity/EntityLeashKnot,net/minecraft/entity/item/EntityPainting,net/minecraft/entity/projectile/EntityFishHook,net/minecraft/entity/effect/EntityLightningBolt,net/minecraft/entity/item/EntityBoat,net/minecraft/entity/item/EntityFallingBlock,net/minecraft/entity/item/EntityItem,net/minecraft/entity/item/EntityMinecart,net/minecraft/entity/EntityMinecartCommandBlock,net/minecraft/entity/item/EntityMinecartContainer,net/minecraft/entity/item/EntityMinecartFurnace,net/minecraft/entity/item/EntityMinecartHopper,net/minecraft/entity/ai/EntityMinecartMobSpawner,net/minecraft/entity/item/EntityMinecartTNT,net/minecraft/entity/item/EntityTNTPrimed,net/minecraft/entity/monster/EntityCreeper,net/minecraft/entity/monster/EntityEnderman,net/minecraft/entity/monster/EntityEndermite,net/minecraft/entity/monster/EntityGhast,net/minecraft/entity/monster/EntityGuardian,net/minecraft/entity/monster/EntityPigZombie,net/minecraft/entity/monster/EntitySkeleton,net/minecraft/entity/monster/EntitySlime,net/minecraft/entity/monster/EntityZombie,net/minecraft/entity/passive/EntityVillager,net/minecraft/entity/player/EntityPlayer,net/minecraft/entity/projectile/EntityArrow,net/minecraft/entity/item/EntityEnderEye,net/minecraft/entity/projectile/EntityFireball,net/minecraft/entity/item/EntityFireworkRocket,net/minecraft/entity/projectile/EntityLargeFireball,net/minecraft/entity/projectile/EntityThrowable,net/minecraft/entity/projectile/EntityPotion
func_70075_an,canAttackWithItem,net/minecraft/client/particle/EntityFX,net/minecraft/entity/Entity,net/minecraft/entity/item/EntityXPOrb,net/minecraft/entity/item/EntityItem,net/minecraft/entity/projectile/EntityArrow,net/minecraft/entity/item/EntityEnderEye,net/minecraft/entity/item/EntityFireworkRocket
func_70534_d,getRedColorF,net/minecraft/client/particle/EntityFX
func_70538_b,setRBGColorF,net/minecraft/client/particle/EntityFX
func_70014_b,writeEntityToNBT,net/minecraft/client/particle/EntityFX,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/EntityAgeable,net/minecraft/entity/Entity,net/minecraft/entity/item/EntityXPOrb,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLiving,net/minecraft/entity/passive/EntityTameable,net/minecraft/entity/passive/EntityBat,net/minecraft/entity/passive/EntityAnimal,net/minecraft/entity/passive/EntityChicken,net/minecraft/entity/passive/EntityHorse,net/minecraft/entity/passive/EntityOcelot,net/minecraft/entity/passive/EntityPig,net/minecraft/entity/passive/EntityRabbit,net/minecraft/entity/passive/EntitySheep,net/minecraft/entity/monster/EntityIronGolem,net/minecraft/entity/passive/EntityWolf,net/minecraft/entity/boss/EntityDragonPart,net/minecraft/entity/item/EntityEnderCrystal,net/minecraft/entity/boss/EntityWither,net/minecraft/entity/item/EntityArmorStand,net/minecraft/entity/EntityHanging,net/minecraft/entity/item/EntityItemFrame,net/minecraft/entity/EntityLeashKnot,net/minecraft/entity/item/EntityPainting,net/minecraft/entity/projectile/EntityFishHook,net/minecraft/entity/effect/EntityLightningBolt,net/minecraft/entity/item/EntityBoat,net/minecraft/entity/item/EntityFallingBlock,net/minecraft/entity/item/EntityItem,net/minecraft/entity/item/EntityMinecart,net/minecraft/entity/EntityMinecartCommandBlock,net/minecraft/entity/item/EntityMinecartContainer,net/minecraft/entity/item/EntityMinecartFurnace,net/minecraft/entity/item/EntityMinecartHopper,net/minecraft/entity/ai/EntityMinecartMobSpawner,net/minecraft/entity/item/EntityMinecartTNT,net/minecraft/entity/item/EntityTNTPrimed,net/minecraft/entity/monster/EntityCreeper,net/minecraft/entity/monster/EntityEnderman,net/minecraft/entity/monster/EntityEndermite,net/minecraft/entity/monster/EntityGhast,net/minecraft/entity/monster/EntityGuardian,net/minecraft/entity/monster/EntityPigZombie,net/minecraft/entity/monster/EntitySkeleton,net/minecraft/entity/monster/EntitySlime,net/minecraft/entity/monster/EntityZombie,net/minecraft/entity/passive/EntityVillager,net/minecraft/entity/player/EntityPlayer,net/minecraft/entity/projectile/EntityArrow,net/minecraft/entity/item/EntityEnderEye,net/minecraft/entity/projectile/EntityFireball,net/minecraft/entity/item/EntityFireworkRocket,net/minecraft/entity/projectile/EntityLargeFireball,net/minecraft/entity/projectile/EntityThrowable,net/minecraft/entity/projectile/EntityPotion
func_70542_f,getGreenColorF,net/minecraft/client/particle/EntityFX
func_70088_a,entityInit,net/minecraft/client/particle/EntityFX,net/minecraft/entity/EntityAgeable,net/minecraft/entity/Entity,net/minecraft/entity/item/EntityXPOrb,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLiving,net/minecraft/entity/passive/EntityTameable,net/minecraft/entity/passive/EntityBat,net/minecraft/entity/passive/EntityHorse,net/minecraft/entity/passive/EntityOcelot,net/minecraft/entity/passive/EntityPig,net/minecraft/entity/passive/EntityRabbit,net/minecraft/entity/passive/EntitySheep,net/minecraft/entity/monster/EntityIronGolem,net/minecraft/entity/passive/EntityWolf,net/minecraft/entity/boss/EntityDragonPart,net/minecraft/entity/item/EntityEnderCrystal,net/minecraft/entity/boss/EntityDragon,net/minecraft/entity/boss/EntityWither,net/minecraft/entity/item/EntityArmorStand,net/minecraft/entity/EntityHanging,net/minecraft/entity/item/EntityItemFrame,net/minecraft/entity/EntityLeashKnot,net/minecraft/entity/projectile/EntityFishHook,net/minecraft/entity/effect/EntityLightningBolt,net/minecraft/entity/item/EntityBoat,net/minecraft/entity/item/EntityFallingBlock,net/minecraft/entity/item/EntityItem,net/minecraft/entity/item/EntityMinecart,net/minecraft/entity/EntityMinecartCommandBlock,net/minecraft/entity/item/EntityMinecartFurnace,net/minecraft/entity/item/EntityTNTPrimed,net/minecraft/entity/monster/EntityBlaze,net/minecraft/entity/monster/EntityCreeper,net/minecraft/entity/monster/EntityEnderman,net/minecraft/entity/monster/EntityGhast,net/minecraft/entity/monster/EntityGuardian,net/minecraft/entity/monster/EntitySkeleton,net/minecraft/entity/monster/EntitySlime,net/minecraft/entity/monster/EntitySpider,net/minecraft/entity/monster/EntityWitch,net/minecraft/entity/monster/EntityZombie,net/minecraft/entity/passive/EntityVillager,net/minecraft/entity/player/EntityPlayer,net/minecraft/entity/projectile/EntityArrow,net/minecraft/entity/item/EntityEnderEye,net/minecraft/entity/projectile/EntityFireball,net/minecraft/entity/item/EntityFireworkRocket,net/minecraft/entity/projectile/EntityThrowable,net/minecraft/entity/projectile/EntityWitherSkull
func_70541_f,multipleParticleScaleBy,net/minecraft/client/particle/EntityFX
func_70535_g,getBlueColorF,net/minecraft/client/particle/EntityFX
func_82338_g,setAlphaF,net/minecraft/client/particle/EntityFX
func_174838_j,getAlpha,net/minecraft/client/particle/EntityFX
func_94053_h,nextTextureIndexX,net/minecraft/client/particle/EntityFX
func_70536_a,setParticleTextureIndex,net/minecraft/client/particle/EntityFX
func_70041_e_,canTriggerWalking,net/minecraft/client/particle/EntityFX,net/minecraft/entity/Entity,net/minecraft/entity/item/EntityXPOrb,net/minecraft/entity/passive/EntityBat,net/minecraft/entity/passive/EntitySquid,net/minecraft/entity/item/EntityEnderCrystal,net/minecraft/entity/item/EntityBoat,net/minecraft/entity/item/EntityFallingBlock,net/minecraft/entity/item/EntityItem,net/minecraft/entity/item/EntityMinecart,net/minecraft/entity/item/EntityTNTPrimed,net/minecraft/entity/monster/EntityEndermite,net/minecraft/entity/monster/EntityGuardian,net/minecraft/entity/monster/EntitySilverfish,net/minecraft/entity/player/EntityPlayer,net/minecraft/entity/projectile/EntityArrow
toString,toString,net/minecraft/client/particle/EntityFX
call,call,net/minecraft/client/particle/EffectRenderer$1
call,call,net/minecraft/client/particle/EffectRenderer$1
call,call,net/minecraft/client/particle/EffectRenderer$2
call,call,net/minecraft/client/particle/EffectRenderer$2
call,call,net/minecraft/client/particle/EffectRenderer$3
call,call,net/minecraft/client/particle/EffectRenderer$3
call,call,net/minecraft/client/particle/EffectRenderer$4
call,call,net/minecraft/client/particle/EffectRenderer$4
func_78868_a,updateEffects,net/minecraft/client/particle/EffectRenderer
func_178922_a,updateEffectLayer,net/minecraft/client/particle/EffectRenderer
func_178927_a,spawnEffectParticle,net/minecraft/client/particle/EffectRenderer
func_178929_a,registerParticle,net/minecraft/client/particle/EffectRenderer
func_78870_a,clearEffects,net/minecraft/client/particle/EffectRenderer
func_78873_a,addEffect,net/minecraft/client/particle/EffectRenderer
func_178924_a,moveToLayer,net/minecraft/client/particle/EffectRenderer
func_180533_a,addBlockDestroyEffects,net/minecraft/client/particle/EffectRenderer
func_180532_a,addBlockHitEffects,net/minecraft/client/particle/EffectRenderer
func_178925_a,updateEffectAlphaLayer,net/minecraft/client/particle/EffectRenderer
func_78874_a,renderParticles,net/minecraft/client/particle/EffectRenderer
func_178926_a,emitParticleAtEntity,net/minecraft/client/particle/EffectRenderer
func_78869_b,getStatistics,net/minecraft/client/particle/EffectRenderer
func_178928_b,moveToAlphaLayer,net/minecraft/client/particle/EffectRenderer
func_78872_b,renderLitParticles,net/minecraft/client/particle/EffectRenderer
func_178930_c,registerVanillaParticles,net/minecraft/client/particle/EffectRenderer
func_178931_c,moveToNoAlphaLayer,net/minecraft/client/particle/EffectRenderer
func_178923_d,tickParticle,net/minecraft/client/particle/EffectRenderer
func_70589_b,setBaseSpellTextureIndex,net/minecraft/client/particle/EntitySpellParticleFX
func_174846_a,setBlockPos,net/minecraft/client/particle/EntityDiggingFX
func_174845_l,func_174845_l,net/minecraft/client/particle/EntityDiggingFX
func_152122_n,hasPlayerInfo,net/minecraft/client/entity/AbstractClientPlayer
func_110304_a,getDownloadImageSkin,net/minecraft/client/entity/AbstractClientPlayer
func_175155_b,getPlayerInfo,net/minecraft/client/entity/AbstractClientPlayer
func_110311_f,getLocationSkin,net/minecraft/client/entity/AbstractClientPlayer
func_152123_o,hasSkin,net/minecraft/client/entity/AbstractClientPlayer
func_110306_p,getLocationSkin,net/minecraft/client/entity/AbstractClientPlayer
func_110303_q,getLocationCape,net/minecraft/client/entity/AbstractClientPlayer
func_175154_l,getSkinType,net/minecraft/client/entity/AbstractClientPlayer
func_175156_o,getFovModifier,net/minecraft/client/entity/AbstractClientPlayer
func_175149_v,isSpectator,net/minecraft/client/entity/AbstractClientPlayer,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_78898_a,updatePlayerMoveState,net/minecraft/util/MovementInput,net/minecraft/util/MovementInputFromOptions
func_175160_A,isCurrentViewEntity,net/minecraft/client/entity/EntityPlayerSP
func_71152_a,setXPStats,net/minecraft/client/entity/EntityPlayerSP
func_180472_a,displayVillagerTradeGui,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_146095_a,openEditCommandBlock,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayer
func_175141_a,openEditSign,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_85030_a,playSound,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/Entity,net/minecraft/entity/player/EntityPlayer
func_71064_a,addStat,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_71007_a,displayGUIChest,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_180468_a,displayGui,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_70097_a,attackEntityFrom,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/client/entity/EntityOtherPlayerMP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/Entity,net/minecraft/entity/item/EntityXPOrb,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/passive/EntityBat,net/minecraft/entity/passive/EntityAnimal,net/minecraft/entity/passive/EntityHorse,net/minecraft/entity/passive/EntityOcelot,net/minecraft/entity/passive/EntityRabbit,net/minecraft/entity/passive/EntityWolf,net/minecraft/entity/boss/EntityDragonPart,net/minecraft/entity/item/EntityEnderCrystal,net/minecraft/entity/boss/EntityDragon,net/minecraft/entity/boss/EntityWither,net/minecraft/entity/item/EntityArmorStand,net/minecraft/entity/EntityHanging,net/minecraft/entity/item/EntityItemFrame,net/minecraft/entity/item/EntityBoat,net/minecraft/entity/item/EntityItem,net/minecraft/entity/item/EntityMinecart,net/minecraft/entity/item/EntityMinecartTNT,net/minecraft/entity/monster/EntityEnderman,net/minecraft/entity/monster/EntityGhast,net/minecraft/entity/monster/EntityGuardian,net/minecraft/entity/monster/EntityMob,net/minecraft/entity/monster/EntityPigZombie,net/minecraft/entity/monster/EntitySilverfish,net/minecraft/entity/monster/EntityZombie,net/minecraft/entity/player/EntityPlayer,net/minecraft/entity/projectile/EntityFireball,net/minecraft/entity/projectile/EntitySmallFireball,net/minecraft/entity/projectile/EntityWitherSkull
func_70078_a,mountEntity,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/Entity,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/boss/EntityWither
func_110298_a,displayGUIHorse,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_71012_a,joinEntityItemWithWorld,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayer
func_71048_c,displayGUIBook,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_71040_bB,dropOneItem,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayer
func_70093_af,isSneaking,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/Entity
func_146105_b,addChatComponentMessage,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_71009_b,onCriticalHit,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_70626_be,updateEntityActionState,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLiving,net/minecraft/entity/player/EntityPlayer
func_70613_aW,isServerWorld,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLiving,net/minecraft/entity/item/EntityArmorStand
func_71038_i,swingItem,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/EntityLivingBase
func_71047_c,onEnchantmentCritical,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_71004_bE,respawnPlayer,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayer
func_175144_cb,isUser,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayer
func_70665_d,damageEntity,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/player/EntityPlayer
func_70031_b,setSprinting,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/Entity,net/minecraft/entity/EntityLivingBase
func_175162_d,isOpenBlockSpace,net/minecraft/client/entity/EntityPlayerSP
func_71165_d,sendChatMessage,net/minecraft/client/entity/EntityPlayerSP
func_175158_f,setClientBrand,net/minecraft/client/entity/EntityPlayerSP
func_70691_i,heal,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/EntityLivingBase
func_145771_j,pushOutOfBlocks,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/Entity
func_70636_d,onLivingUpdate,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/client/entity/EntityOtherPlayerMP,net/minecraft/entity/EntityAgeable,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLiving,net/minecraft/entity/passive/EntityAnimal,net/minecraft/entity/passive/EntityChicken,net/minecraft/entity/passive/EntityHorse,net/minecraft/entity/passive/EntityRabbit,net/minecraft/entity/passive/EntitySheep,net/minecraft/entity/monster/EntitySnowman,net/minecraft/entity/passive/EntitySquid,net/minecraft/entity/monster/EntityIronGolem,net/minecraft/entity/passive/EntityWolf,net/minecraft/entity/boss/EntityDragon,net/minecraft/entity/boss/EntityWither,net/minecraft/entity/monster/EntityBlaze,net/minecraft/entity/monster/EntityEnderman,net/minecraft/entity/monster/EntityEndermite,net/minecraft/entity/monster/EntityGuardian,net/minecraft/entity/monster/EntityMob,net/minecraft/entity/monster/EntitySkeleton,net/minecraft/entity/monster/EntityWitch,net/minecraft/entity/monster/EntityZombie,net/minecraft/entity/player/EntityPlayer
func_71053_j,closeScreen,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_71150_b,setPlayerSPHealth,net/minecraft/client/entity/EntityPlayerSP
func_175161_p,onUpdateWalkingPlayer,net/minecraft/client/entity/EntityPlayerSP
func_175159_q,closeScreenAndDropStack,net/minecraft/client/entity/EntityPlayerSP
func_110318_g,sendHorseJump,net/minecraft/client/entity/EntityPlayerSP
func_71016_p,sendPlayerAbilities,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayer
func_175163_u,sendHorseInventory,net/minecraft/client/entity/EntityPlayerSP
func_142021_k,getClientBrand,net/minecraft/client/entity/EntityPlayerSP
func_146107_m,getStatFileWriter,net/minecraft/client/entity/EntityPlayerSP
func_110317_t,isRidingHorse,net/minecraft/client/entity/EntityPlayerSP
func_110319_bJ,getHorseJumpPower,net/minecraft/client/entity/EntityPlayerSP
func_180426_a,setPositionAndRotation2,net/minecraft/client/entity/EntityOtherPlayerMP,net/minecraft/entity/Entity,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/item/EntityPainting,net/minecraft/entity/projectile/EntityFishHook,net/minecraft/entity/item/EntityBoat,net/minecraft/entity/item/EntityMinecart,net/minecraft/entity/projectile/EntityArrow
func_70062_b,setCurrentItemOrArmor,net/minecraft/client/entity/EntityOtherPlayerMP,net/minecraft/entity/Entity,net/minecraft/entity/EntityLivingBase,net/minecraft/entity/EntityLiving,net/minecraft/entity/item/EntityArmorStand,net/minecraft/entity/monster/EntitySkeleton,net/minecraft/entity/player/EntityPlayer
func_82824_a,setBossStatus,net/minecraft/entity/boss/BossStatus
compare,compare,net/minecraft/client/renderer/WorldRenderer$1
compare,compare,net/minecraft/client/renderer/WorldRenderer$1
func_179013_a,getRawBuffer,net/minecraft/client/renderer/WorldRenderer$State
func_179014_c,getVertexCount,net/minecraft/client/renderer/WorldRenderer$State
func_179016_d,getVertexFormat,net/minecraft/client/renderer/WorldRenderer$State
func_181672_a,getVertexState,net/minecraft/client/renderer/WorldRenderer
func_181673_a,tex,net/minecraft/client/renderer/WorldRenderer
func_178987_a,putPosition,net/minecraft/client/renderer/WorldRenderer
func_181674_a,sortVertexData,net/minecraft/client/renderer/WorldRenderer
func_181666_a,color,net/minecraft/client/renderer/WorldRenderer
func_178978_a,putColorMultiplier,net/minecraft/client/renderer/WorldRenderer
func_178968_d,putColor4,net/minecraft/client/renderer/WorldRenderer
func_181671_a,lightmap,net/minecraft/client/renderer/WorldRenderer
func_178962_a,putBrightness4,net/minecraft/client/renderer/WorldRenderer
func_178972_a,putColorRGBA,net/minecraft/client/renderer/WorldRenderer
func_181668_a,begin,net/minecraft/client/renderer/WorldRenderer
func_178993_a,setVertexState,net/minecraft/client/renderer/WorldRenderer
func_181665_a,getDistanceSq,net/minecraft/client/renderer/WorldRenderer
func_178981_a,addVertexData,net/minecraft/client/renderer/WorldRenderer
func_178965_a,reset,net/minecraft/client/renderer/WorldRenderer
func_181662_b,pos,net/minecraft/client/renderer/WorldRenderer
func_178975_e,putNormal,net/minecraft/client/renderer/WorldRenderer
func_178994_b,putColorRGB_F,net/minecraft/client/renderer/WorldRenderer
func_181670_b,growBuffer,net/minecraft/client/renderer/WorldRenderer
func_178988_b,putColor,net/minecraft/client/renderer/WorldRenderer
func_181669_b,color,net/minecraft/client/renderer/WorldRenderer
func_78914_f,noColor,net/minecraft/client/renderer/WorldRenderer
func_178969_c,setTranslation,net/minecraft/client/renderer/WorldRenderer
func_181663_c,normal,net/minecraft/client/renderer/WorldRenderer
func_78909_a,getColorIndex,net/minecraft/client/renderer/WorldRenderer
func_181675_d,endVertex,net/minecraft/client/renderer/WorldRenderer
func_178990_f,putColorRGB_F4,net/minecraft/client/renderer/WorldRenderer
func_178977_d,finishDrawing,net/minecraft/client/renderer/WorldRenderer
func_178966_f,getByteBuffer,net/minecraft/client/renderer/WorldRenderer
func_178973_g,getVertexFormat,net/minecraft/client/renderer/WorldRenderer
func_178989_h,getVertexCount,net/minecraft/client/renderer/WorldRenderer
func_178979_i,getDrawMode,net/minecraft/client/renderer/WorldRenderer
func_181664_j,getBufferSize,net/minecraft/client/renderer/WorldRenderer
func_181667_k,nextVertexFormatIndex,net/minecraft/client/renderer/WorldRenderer
func_181679_a,draw,net/minecraft/client/renderer/WorldVertexBufferUploader,net/minecraft/client/renderer/VertexBufferUploader
func_175631_c,getBlockStateRaw,net/minecraft/client/renderer/RegionRenderCache
func_175630_e,getPositionIndex,net/minecraft/client/renderer/RegionRenderCache
func_179039_a,getWorldRendererByLayerId,net/minecraft/client/renderer/RegionRenderCacheBuilder
func_179038_a,getWorldRendererByLayer,net/minecraft/client/renderer/RegionRenderCacheBuilder
func_178004_a,initialize,net/minecraft/client/renderer/ChunkRenderContainer
func_178001_a,renderChunkLayer,net/minecraft/client/renderer/ChunkRenderContainer,net/minecraft/client/renderer/RenderList,net/minecraft/client/renderer/VboRenderList
func_178003_a,preRenderChunk,net/minecraft/client/renderer/ChunkRenderContainer
func_178002_a,addRenderChunk,net/minecraft/client/renderer/ChunkRenderContainer
func_179022_a,renderByItem,net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer
func_179025_a,getVertexInformation,net/minecraft/client/renderer/EnumFaceDirection
func_179027_a,getFacing,net/minecraft/client/renderer/EnumFaceDirection
values,values,net/minecraft/client/renderer/EnumFaceDirection
apply,apply,net/minecraft/client/renderer/EntityRenderer$1
apply,apply,net/minecraft/client/renderer/EntityRenderer$1
call,call,net/minecraft/client/renderer/EntityRenderer$2
call,call,net/minecraft/client/renderer/EntityRenderer$2
call,call,net/minecraft/client/renderer/EntityRenderer$3
call,call,net/minecraft/client/renderer/EntityRenderer$3
call,call,net/minecraft/client/renderer/EntityRenderer$4
call,call,net/minecraft/client/renderer/EntityRenderer$4
func_147702_a,isShaderActive,net/minecraft/client/renderer/EntityRenderer
func_78473_a,getMouseOver,net/minecraft/client/renderer/EntityRenderer
func_78469_a,setFogColorBuffer,net/minecraft/client/renderer/EntityRenderer
func_78479_a,setupCameraTransform,net/minecraft/client/renderer/EntityRenderer
func_181560_a,updateCameraAndRender,net/minecraft/client/renderer/EntityRenderer
func_78481_a,getFOVModifier,net/minecraft/client/renderer/EntityRenderer
func_78468_a,setupFog,net/minecraft/client/renderer/EntityRenderer
func_175068_a,renderWorldPass,net/minecraft/client/renderer/EntityRenderer
func_147704_a,updateShaderGroupSize,net/minecraft/client/renderer/EntityRenderer
access$000,access$000,net/minecraft/client/renderer/EntityRenderer
func_180437_a,renderCloudsCheck,net/minecraft/client/renderer/EntityRenderer
func_175069_a,loadShader,net/minecraft/client/renderer/EntityRenderer
func_175066_a,loadEntityShader,net/minecraft/client/renderer/EntityRenderer
func_180438_a,getNightVisionBrightness,net/minecraft/client/renderer/EntityRenderer
func_181022_b,stopUseShader,net/minecraft/client/renderer/EntityRenderer
func_152430_c,renderStreamIndicator,net/minecraft/client/renderer/EntityRenderer
func_78476_b,renderHand,net/minecraft/client/renderer/EntityRenderer
func_78471_a,renderWorld,net/minecraft/client/renderer/EntityRenderer
func_175071_c,switchUseShader,net/minecraft/client/renderer/EntityRenderer
func_78474_d,renderRainSnow,net/minecraft/client/renderer/EntityRenderer
func_147705_c,activateNextShader,net/minecraft/client/renderer/EntityRenderer
func_78482_e,hurtCameraEffect,net/minecraft/client/renderer/EntityRenderer
func_78464_a,updateRenderer,net/minecraft/client/renderer/EntityRenderer
func_78475_f,setupViewBobbing,net/minecraft/client/renderer/EntityRenderer
func_147706_e,getShaderGroup,net/minecraft/client/renderer/EntityRenderer
func_78467_g,orientCamera,net/minecraft/client/renderer/EntityRenderer
func_78472_g,updateLightmap,net/minecraft/client/renderer/EntityRenderer
func_175072_h,disableLightmap,net/minecraft/client/renderer/EntityRenderer
func_175067_i,renderWorldDirections,net/minecraft/client/renderer/EntityRenderer
func_180436_i,enableLightmap,net/minecraft/client/renderer/EntityRenderer
func_78466_h,updateFogColor,net/minecraft/client/renderer/EntityRenderer
func_78478_c,setupOverlayRendering,net/minecraft/client/renderer/EntityRenderer
func_147701_i,getMapItemRenderer,net/minecraft/client/renderer/EntityRenderer
func_78477_e,updateFovModifierHand,net/minecraft/client/renderer/EntityRenderer
func_78470_f,updateTorchFlicker,net/minecraft/client/renderer/EntityRenderer
func_175070_n,isDrawBlockOutline,net/minecraft/client/renderer/EntityRenderer
func_78484_h,addRainParticles,net/minecraft/client/renderer/EntityRenderer
func_179198_a,setDisabled,net/minecraft/client/renderer/GlStateManager$BooleanState
func_179199_a,setState,net/minecraft/client/renderer/GlStateManager$BooleanState
func_179200_b,setEnabled,net/minecraft/client/renderer/GlStateManager$BooleanState
values,values,net/minecraft/client/renderer/GlStateManager$TexGen
func_179133_A,disableNormalize,net/minecraft/client/renderer/GlStateManager
func_179091_B,enableRescaleNormal,net/minecraft/client/renderer/GlStateManager
func_179101_C,disableRescaleNormal,net/minecraft/client/renderer/GlStateManager
func_179096_D,loadIdentity,net/minecraft/client/renderer/GlStateManager
func_179094_E,pushMatrix,net/minecraft/client/renderer/GlStateManager
func_179121_F,popMatrix,net/minecraft/client/renderer/GlStateManager
func_179117_G,resetColor,net/minecraft/client/renderer/GlStateManager
func_179123_a,pushAttrib,net/minecraft/client/renderer/GlStateManager
func_179151_a,clearDepth,net/minecraft/client/renderer/GlStateManager
func_179139_a,scale,net/minecraft/client/renderer/GlStateManager
func_179130_a,ortho,net/minecraft/client/renderer/GlStateManager
func_179095_a,setFogDensity,net/minecraft/client/renderer/GlStateManager
func_179136_a,doPolygonOffset,net/minecraft/client/renderer/GlStateManager
func_179152_a,scale,net/minecraft/client/renderer/GlStateManager
func_179082_a,clearColor,net/minecraft/client/renderer/GlStateManager
func_179085_a,enableLight,net/minecraft/client/renderer/GlStateManager
func_179092_a,alphaFunc,net/minecraft/client/renderer/GlStateManager
